ClientName,ProjectName,PinNumber
The Hartford ,RFP,US/21669/33801
Kaplan Business School,Curriculum Writing,AU/21671/33805
The Maids International ,Sales Training Project ,US/21673/33813
Volkswagen Group China,Localization of Training Material ,CN/21676/33821
International Tennis Federation,Certification Development for Coaches ,ES/21684/33839
Queensland University of Technology ,Online version of MBA program for QUT,AU/21699/33913
Learnovate,e-Course Creation for Sales & Marketing ,AU/21739/34030
BBCN Bank ,Simulations Development ,US/21773/34143
Be One Development ,Images Re-Design ,NL/21836/34320
Fujitsu Australia,e-courses development on Environmental Activities ,AU/31878/44449
Tek Systems,Medical Demo,US/1032/1038
AchieveForum,Building Trust Under Pressure Request for Quote,US/1039/1309
Sprott Shaw College,Optician Program Overview,US/1055/1072
The Travel Institute,"Social Media, Marketing and Technology for Travel Pofessionals",US/1113/1222
The Travel Institute,DESTINATION SPECIALISTNorth America,US/1113/1315
Training Byte Size,Prince2 Foundation Course,GB/1114/1226
Corporate Training Materials,Time Management,US/1118/1250
Quintiles Inc.,RFI,US/1120/1255
Abbvie,One 8-10 minute Articulate eLearning course,US/1123/1273
National Academy of Sports Medicine,Human Movement Science,US/1128/1280
Vantage Production,Educating your Client,US/1141/1352
Kerdon Consulting,"MIS Reports, Bank Instructions, BWAC Installation ",IE/1142/1593
Kerdon Consulting,Software Simulation Course,IE/1142/22938
Komodo USA LLC,Abacus Online,US/1146/1386
Komodo USA LLC,Abacus Online,US/1146/1481
American Urological Association ,Overactive Bladder,US/1176/1506
Intapp,Video Courses,US/1185/1524
Association of Clinical Research Professionals,migration of 09 courses to Articulate 2013,US/1193/1561
Telenor,leadership attitudes communicating desired leadership,NO/1290/1922
Abbott Laboratories,Just-in-Time Manager Training Project,US/1294/1948
Transatlantic Translations,Sales Engineer & Sales Partners,GB/1308/2003
Transatlantic Translations,Localization in 8 languages,GB/1308/2133
Transatlantic Translations,Global Partner Enablement,GB/1308/33971
Transatlantic Translations,Automate Pillar Training,GB/1308/33978
Marlborough Training and Consultancy,Customer Service e-course ,GB/1313/2021
 Active Mind Solutions Ltd ,Flash movie creation,GB/1351/2190
Chartered Institute for Securities & Investment,Introduction to Derivatives,GB/1375/2346
City Learning,ILCU ,GB/1390/2542
City Learning,Danske DP Northern,GB/1390/2703
City Learning,LMS Test Samples,GB/1390/22920
Skills2Learn,Translation Courses,GB/1428/2617
Sanofi,Talent Review Training for Managers,FR/11470/22821
Sanofi,FAQ input for Manager & Employees,FR/11470/23038
Elisa Corporation,Gold,FI/11487/22906
Sonova,Sonova Coaching Program,CH/11498/22974
Dante International SA,Marketing Induction Program,RO/11516/23051
Ericson,Induction Program,SE/11520/23074
Compass Group Canada,7 Essential e-Learning Modules,CA/21535/33147
Save The Children UK,Kidnapping and hostage survival ,GB/21556/33272
Leading Edge Group,Lean 101 ,IE/21558/33280
Leading Edge Group,Health Economics,IE/21558/33355
British Institute of Technology and eCommerce,Confidence Building,GB/21562/33300
The Whiddon Group ,Pre- employment induction ,AU/21674/33815
Teletext Holidays,Holiday Destinations,GB/21715/33974
IRESS,Bid Management,AU/21747/34047
Consalia,Bite Size Learning Nuggets,GB/21786/34173
CavinKare,Sales Induction Module,IN/1045/1074
HDFC Ltd.,Content for BD,IN/1050/1069
Mindtree,Animation Development,IN/1084/1134
Hyundai Motor India Limited,Animation Development,IN/1164/1448
Hyundai Motor India Limited,Effort estimation for BAT Course,IN/1164/33614
Idea Cellular,Induction Module Development,IN/1179/1508
Unilever Engineering Services (UEnS),Simulation based custom content development,IN/1187/1642
Hindustan Unilever Limited,Course of Conventional Trade,IN/1188/2182
Hindustan Unilever Limited,Business Simulation - RS Management,IN/1188/1585
Hindustan Unilever Limited,Sales Training Module Development,IN/1188/1530
Hindustan Unilever Limited,ILT for Perfect Stores,IN/1188/33330
Avon,Udaan - The New Compensation Model,IN/1201/1583
Marico,Induction Module Approach Note Development,IN/1203/1584
ACL Mobile,Corporate Video Development,IN/1204/23031
Dominos,Approach for Induction Module Development,IN/1205/1954
Dominos,Effort Estimation for Forced learning for Doominos Courses,IN/1205/2445
Dominos,E-Course Development on new pizza range,IN/1205/23093
Dominos,Hygiene E-Courses Development,IN/1205/23099
Dominos,Quality Assurance,IN/1205/33153
Dominos,CoC Course Development,IN/1205/33281
Honda Motorcycle & Scooter India Pvt. Ltd.,Effort Estimation,IN/1218/1847
Honda Motorcycle & Scooter India Pvt. Ltd.,Custom Content Development on Client handling and Product Training,IN/1218/1636
Honda Motorcycle & Scooter India Pvt. Ltd.,Effort Estimation for Question Bank and E-course creation.,IN/1218/1670
Larsen and Toubro,Update existing courses - 50LH,IN/1220/33736
Larsen and Toubro,Effort estimation for conversion of flash course to HTML 5,IN/1220/1647
Kohler,Effort and Learning Duration Estimation,IN/1223/1658
Godrej,Resource Deployment at Godrej - Mumbai,IN/1260/1785
Godrej,Effort and Learning Duration Estimation,IN/1260/1863
Godrej,Sales Training Module - New Outlet Opening Procedure,IN/1260/2545
IDBI Bank,RFP Response,IN/1264/1795
Mondelez,Effort Estimation - Animation,IN/1271/1822
Toyota Kirloskar Motor Private Limited,Application Training,IN/1311/44576
Aditya Birla Finance Limited,Effort and Learning Duration Estimation,IN/1314/2025
Bausch & Lomb,"Effort, TOC and Learning Duration Estimation",IN/1322/2055
Bausch & Lomb,"Effort, TOC and Learning Duration Estimation",IN/1322/2056
Central Square Foundation,Effort Estimation,IN/1335/2128
Mondelez International (Cadbury),Animation Development - Effort and Duration Estimation,IN/1337/2139
Mahindra Finance,Business Simulation Development,IN/1338/2140
Mahindra Finance,Induction - game based simulation e-course development. ,IN/1338/33271
Godrej Consumer Products Limited ,Sales Call Process Project - Pre Sales PIN,IN/1349/22892
Godrej Consumer Products Limited ,Localization of ISaloon Course,IN/1349/23036
JLL,Solution approach document,IN/1355/2693
JLL,Induction Module Development,IN/1355/2204
JLL,SiX Sigma Yellow Belt Course Creation,IN/1355/2213
JLL,Approach Note Dev and Effort Estimation for Data governance Project,IN/1355/2311
JLL,Effort Estimation,IN/1355/2312
JLL,Getting Started With Yammer Video,IN/1355/2525
JLL,Effort Estimation for 30 Minutes Sexual Harassment Course,IN/1355/2498
JLL,Sexual Harassment Course,IN/1355/22842
HDFC GI,"Effort Estimation, Solutioning Document, and Sample Development",IN/1373/2333
HDFC GI,Objection Handling Course,IN/1373/2698
Hero Moto Corp,OTS Courses Mapping,IN/1389/2429
Hero Moto Corp,Code of Conduct Course,IN/1389/2680
Max Life Insurance,Induction and App Development,IN/1420/2573
NDDB,Custom Content Development on Dairy Cooperative Society Secretaries Training and Cooperative Laws,IN/1423/2592
Max Life Insurance,Chroma Key Course Development,IN/1426/22836
Max Life Insurance,The Four Disciplines  of Execution e-Course Development,IN/1426/33105
Max Life Insurance,Video Localization,IN/1426/33457
Max Life Insurance,Application Training,IN/1426/33483
L&T,Forced Learning and conversion of existing ecourse into HTML 5,IN/1433/2682
L&T,Risk Course Series,IN/1433/33323
Loreal,POC creation,IN/1440/2671
Ecube Sale Solutions,Communicating With Impact,IN/1459/2774
Podar Group of Schools,Induction Module,IN/11474/22843
Takamol,Custom Content Development,SA/11512/23035
ICICI Securities,Effort Sheet for Tax Calculator,IN/21561/33293
Way2Career,Video Based Course Development,IN/21633/33577
Crisil,Induction - Game Based Course,IN/21645/33649
Mahindra Finance,Refinance Course Creation,IN/21681/44577
NeGD,Resource Deployment,IN/21705/44569
SOS Childrens Village,OTS Courses,IN/31861/44384
CareShield,Localization Quote Request,GB/1068/1109
Totem Learning,SMBC,GB/1049/1066
Superdrug,Superdrug ,GB/1062/1085
BG Group,POC,GB/1079/1121
The Training Room Online,Project Scope - Design and Development,ZA/1087/1138
ILX Group,Need efforts estimate for Development in Storyline,GB/1090/44516
Timely Intervention,Price Proposal,GB/1122/1266
CMS Cameron McKenna,POC,GB/1135/1321
CMS Cameron McKenna,Updation of existing lectora courses,GB/1135/44464
Tullow Oil Plc,POC,GB/1149/1395
European Business & Technology Center,Doing Business in India,IN/1192/1559
Inspire International,Effort & cost estimate,GB/1206/1592
Capita,Interactive games production,GB/1239/22940
Capita,Quote Request ,GB/1239/22889
RJA Learning Ltd,Articulate Stoyrline & Graphics Development,GB/1250/1748
Marshall ACM,Conversion of existing courses to Articulate Studio 13,GB/1270/1814
Advanced Selling Skills Academy Limited,Course Script Edition,GB/1283/1876
 British Standards Institution,Re-brading existing courses,GB/1309/2064
 British Standards Institution,eLearning Conversion,GB/1309/2013
Institute of Spring Technology,POC,GB/1317/2041
Pearson Plc,Cost estimate and design approach,GB/1320/2052
SSP Group Limited,POC,GB/1330/2099
The HARTING Technology Group,Provide efforts break up and cost estimate for translating existing courses ,DE/1372/2331
F. Hoffmann-La Roche AG,POC,CH/1377/2357
Ahold,POC,NL/1382/2391
Kesko Corporation,Catergory Management Processes,FI/1393/2449
Kesko Corporation,Production of eLearning program and localization,FI/1393/2465
ABB Ltd,Provide efforts break up and cost estimate,CH/1394/2450
ABB Ltd,Basic Principles Project,CH/1394/34340
ABB Ltd,PROFIBUS DP Master - Cost Estimate and Timelines,CH/1394/34277
B. Braun Melsungen AG,Re-creation of courses with assessments,DE/1395/2451
B. Braun Melsungen AG,Updation of PIVC Module,DE/1395/22988
SABMiller plc ,"POC & efforts, timelines and quote request",GB/1419/2574
SORIN Group,Provide efforts break up and cost estimate,IT/1435/2643
GlaxoSmithKline,Gamification Simulation for Multichannel Marketing Communications RFI - VCK,GB/1450/2709
ESSILOR INTERNATIONAL,"POC, efforts & timelines",FR/1458/2771
ESSILOR INTERNATIONAL,EIM Software Training,FR/1458/22902
ESSILOR INTERNATIONAL,HTML5 Conversion,FR/1458/22919
Taylor & Francis Group,POC,GB/11468/22819
F. Hoffmann-La Roche AG,POC ,CH/11485/22901
SKF,RFQ,SE/11503/22993
SKF,Internal Control e-Learning,SE/11503/33118
Siemens AG,Template Enhancement,DE/21563/33305
Kantar Retail,POC creation,GB/21643/33630
South East Water,Serious game based course,AU/21665/33748
South East Water,Serious game and app development,AU/21665/33912
Petrofac,Slide enhancement - cost and timelines,GB/21762/34097
Avita Medical,Distributor Training,GB/21831/34341
Avita Medical,Need TOC and efforts,GB/21831/34308
Pinnacle IT,Web responsive in Captivate 9,AU/21832/34309
The National Screening Service,Efforts estimate and timelines,IE/31876/44440
British American Tobacco p.l.c.,Graphic creation,GB/31881/44468
Synexus Clinical Research Ltd,POC and efforts estimate,GB/31887/54975
Smith & Nephew PLC,Trauma Fundamentals - Storyline 2,GB/31925/44610
House with No Steps,POC Creation and Efforts Estimate,AU/41958/54724
Linklaters LLP,Content migration to responsive design,GB/41981/54794
Immersive Technologies Pty. Ltd.,Caterpillar D10T / D11T Dozer Training,AU/41990/54821
Skillsoft Limited,3d Videos,IE/42012/54886
Virtus Education,Addition of graphics in videos,KW/42056/55022
ABB Ltd,POC creation around Low Voltage Motor,CH/1394/33412
Manhattan Prep,Manhattan Estimation,US/1031/1039
Manhattan Prep,Transcribing and Captioning Project,US/1031/1970
Rullingnet Corporation,Vinci Estimation,CN/1048/1059
Rullingnet Corporation,Vinci 5 new courses Effort Estimation,US/1048/1964
Rullingnet Corporation,Vinci Course 3 Effort Estimation,US/1048/1197
Eagle Productivity,Eagle prductivity Qoute,US/1066/1088
Towers Watson,Towers Watson Quote,US/1098/1170
MSBCoach,POC for Conflict Resolution Model,US/1105/1195
Shadowbox Learning Services Inc.,Shadowbox Job 130923-1 Estimation,CA/1111/1216
Shadowbox Learning Services Inc.,Shadowbox130920-1 Estimation,CA/1111/1217
GP Strategies,GP Strategies Estimation,IN/1115/1228
Performance Solutions International (PSI),PSI Estimation and POC,US/1130/1287
Dupont Learning,Carrier- Employee Improvement Plan,US/1147/1602
Dupont Learning,Dupont Learning Estimation,US/1147/1393
Dupont Learning,Email Management Training Estimation - Dupont,US/1147/1445
Dupont Learning,Introduction to Employee Orientation -Dupont Learning,US/1147/1517
Dupont Learning,Translation Estimation - Dupont,US/1147/1749
Dupont Learning,Translation Repurposing - Dupont,US/1147/1763
Dupont Learning,3 courses - TrueBlue University ,US/1147/1837
Dupont Learning,Insurity Overview Module,US/1147/2087
Dupont Learning,Translation Repurposing - Dupont,US/1147/2096
Dupont Learning,BiC Pedia Ball Pen Module,US/1147/2406
Dupont Learning,Sikorsky - International Travel Safety,US/1147/22958
Dupont Learning,TrueBlue - Machine Guarding module,US/1147/22967
Dupont Learning,Connolly IHealth Overview,US/1147/33206
Axiom (The APO Group ),Axiom Estimation,US/1148/1394
Fresh Revenues,"Off Course, Fresh Revenues",US/1214/1616
Training Systems Inc,Consulting Requirement (Captivate),US/1234/33769
Checkers,New Hire Orientation Sexual Harassment,US/1244/1882
Checkers,POCfor Checkers ,US/1245/1727
Converge Creative,Flash to SCORM E-Learning Project ,US/1258/33208
Learning A-Z,POC for Learning A-Z,US/1267/1808
Papa Johns International Inc,Papa John's RFP,US/1288/1918
Automotive Training Institute,Video based Course,US/1295/1957
Accelerate Education,POC and Cost Proposal for Accelerate Education,US/1300/1987
Tenneco,Chinese to English Translation,US/1318/2044
Tenneco,Cost Proposal for implementing the feedback and making suggested changes,US/1318/2051
JAG Global Learning,EEO Module,US/1369/2296
JAG Global Learning,BAPD Auditor Training,US/1369/2385
JAG Global Learning,BAPD Auditor Training,US/1369/2386
JAG Global Learning,Avatar based module,US/1369/2430
JAG Global Learning,Section 508 conformance testing and fixing,US/1369/2563
JAG Global Learning,BAPD Auditor Training Storyboard POC,US/1369/2658
JAG Global Learning,Refurbishing Storyline based course,US/1369/22868
"Castle Worldwide, Inc.",Castle Worldwide Sale demo,US/1370/2314
"Castle Worldwide, Inc.",2 modules with a duration of 10 LH ,US/1370/2664
GTECH Corporation,Performance and Goals modules - SuccessFactors,US/1384/2416
GTECH Corporation,SuccessFactors Learning Modules,US/1384/2453
GTECH Corporation,Data Protection and Privacy Training Module,US/1384/22957
Bed Bath & Beyond,POC on Car Seats 101 & S plus sleep sensor ,US/1385/2419
Phillips 66 Company ,3 courses - Phillips 66,US/1399/2462
Anheuser-Busch Companies LLC,Talent Manager LMS Module,US/1412/2523
Anheuser-Busch Companies LLC,Food Safety Health Check Training Modules,US/1412/23037
Anheuser-Busch Companies LLC,RFP for Web-Based Product Knowledge Curriculum,US/1412/33874
Computer Generated Solutions Canada Ltd.,15 minute modules in Storyline 2,CA/1427/2601
CREDO Reference,POC Background Research Tips,US/11475/22846
FLAT WORLD,Flat World RFP,US/11480/22866
"CypherWorX, Inc",2 courses - CypherWorx,US/11484/22893
McCann Associates / Vantage Learning,Multiple Choice Questions Creation,US/11490/22929
Labyrinth Learning,Conversion of simulation assessment questions from Flash to HTML5,US/11497/22973
FXP Fitness,FXP Fitness RFP,US/11500/22985
"360training.com, Inc",Content Development on EDX open platform,US/11518/23067
Bert Rogers Schools,Broker Post elearning course,US/11521/23077
PPD,GCP Training POC,US/21533/33135
Dentsply International,EDR & Talent Management module,US/21566/33328
ExecOnline Inc,LMG Network Exercise,US/21572/33345
AREVA Inc,Areva RFP ,US/21586/33390
National Democratic Institute (NDI) ,NDI RFP,US/21587/33392
American Water,Introduction to Water and Waste Water Systems module,US/21592/33409
Stanford Health Care ,Stanford HealthCare - Effort estimation ,US/21610/44453
Adizes Institute,Effort Estimation for an e-learning module,US/21625/33535
Raytheon Professional Services LLC,RPS RFP,US/21636/33573
Teksoft Ventures Inc,Teksoft - POC creation ,US/21640/33606
Teksoft Ventures Inc,Effort Estimation for development of show me-simulations,US/21640/34161
Twitter,Development of POC ,US/21650/33666
NetApp,IntelliSource RFP,US/21663/33739
DePuy Synthes,POC and cost proposal for DePuy Synthes,US/21680/33831
BASF,Effort Estimation for development of an e-learning module,DE/21688/33856
BASF,Effort estimation for development of 5 modules and localization in 6 languages,DE/21688/44382
"Merck & Co., Inc.",Content Developement for Oncology Nurse training programme,US/21692/33866
"Property Management Business Solutions, LLC",Effort Estimation for refurbishing of an e-learning course,US/21702/33927
Geneva Centre for Autism,e-learning development RFP,CA/21709/33953
Mondelez International,RFI for Mondelez,CH/21718/33982
OATS (Older Adults Technology Services),OATS RFP for video production,US/21722/33994
"Soundview, Inc",Creation of Book Summaries,US/21723/33997
"Soundview, Inc","Conversion of videos, PDFs and Quizzes to SCORM 1.2 conformant courses",US/21723/44504
CBS Sports,Effort Estimation for refurbishing 10 e-learning courses,US/21732/34015
The Training Associates,Conversion of a new hire classroom training into an online course,US/21757/34080
The Training Associates,Development of a 20-30 minute Safety Training module ,US/21757/44380
The Training Associates,Development of 4 show-me and try-me modules,US/21757/44517
The Training Associates,"ILT Development, REbranding and development of facil guide",US/21757/44542
The Training Associates,ILT to e-learning conversion,US/21757/44589
The Training Associates,devleopment of 50 modules with 10-15 minutes duration,US/21757/44590
Salesforce,pre-requisite info for a Business Simulation RFP,US/21779/34158
Brightstar Corporation,Effort estimation for development of a 30 minute module on induction,US/21783/34166
Astellas Pharma,Astellas RFI,GB/21785/34172
Telus,Telus RFP,CA/21788/34181
Uber,Closed Captioning work for Uber,US/21798/34206
Deloitte,Deloitte RFP for Briefing Center e-learning program,US/21816/34259
PERI GmbH,Testing client's authoring tool which is SAP Workforce Performance Builder,DE/21822/34282
PERI GmbH,Effort estimation for Translation and localization engineering,DE/21822/44494
Greenhouse Gas Management Institute,Smart Builder Rebuild of 6 Existing Courses ,US/21838/54811
Arup,Arup All inclusiveness program RFP,NL/21857/34374
World Customs Organization,RFP for Translation and localization of 4 courses (65 LH) in Amharic and Arabic,BE/31864/44408
BMW Group,WBT for Brand Ambassador Programme,DE/31888/44491
Vista Consulting Group (VCG),Development of an e-learning module on the Topic of Sales Practice Intro,US/41927/54612
Aptar Radolfzell GmbH,RFQ for media production of e-learning courses in Articulate Storyline,DE/41935/54628
YTS Consulting LLC,Development of a scenario based course,US/41936/54629
"Computer Generated Solutions, Inc.(CGS)",2 Dedicated ID resources with experience,US/41944/54653
Johnson & Johnson Medical,RFI for EMEA Learning and Development of Jnj,US/41945/55021
"KERN AG,",Effort for DTP (localization) of 7 modules in 10 languages,DE/42052/55001
Emirates NBD,Video nuggets evaluation,AE/1174/1499
Emirates NBD,Development of Animation videos,AE/1174/33559
Doha Bank,POC development on AML,QA/1199/1839
Doha Bank,Doha Bank Annual Compliance Certification,QA/1199/2730
Doha Bank,AML & CFT (other countries),QA/1199/23073
Bank Muscat,Corporate Values,OM/1219/2043
Bank Muscat,5 e-Learning courses,OM/1219/1637
Naseej AAS,Arabic e-Learning Content Development,SA/1227/1671
GULF MARINE SERVICES UAE,POC developemnt on PTW,AE/1246/1733
Qatar Gas,E-Learning Sessions for Supply Deptt.,QA/1247/1736
Naizak Global Engineering Systems,E learning Content Development for Saudi Telecom Company,SA/1248/1738
Naizak Global Engineering Systems,Content Development-SABIC,SA/1248/1926
Naizak Global Engineering Systems,Test assessments Evaluation,SA/1248/2645
Emirates Global Aluminium PJSC,Animation Developement Evaluation,AE/1259/1781
NMC Healthcare,Orientation Programme,AE/1280/1869
National Bank of Oman,Information Security Awareness & Business continuity Management,OM/1285/1896
Nestle,Cultural Training,AE/1348/2179
JLL,Operational Excellence (OPEX),IN/1355/22971
JLL,Marketing video on iStream Tool,IN/1355/33732
Scaw Metals,Standard Maitenance Procedure (SMP),ZA/1362/2252
Finance House,Induction Programme,AE/1366/2271
Diamond Bank,Customer Realtionship Management,NG/1380/2382
AMIJ,RFP-e Learning content for Brand Knowledge,AE/1391/2447
Perfetti Van Melle,DSE Induction Module,IN/1415/22997
Safal Group,SME for Steel manufacturing,TZ/1429/2618
EFS Facilities Management,Induction Programme,AE/1445/2681
Almarai Company,Food Safety Training,SA/11464/12795
Almarai Company,General Induction,SA/11464/12794
ITC,SAFAL Software e course,IN/11471/22822
ITC,SAP Module e-Course development,IN/11471/23059
Santam,RFP,ZA/11473/22841
Gulf House,RFP From Oman Arab Bank,OM/11482/54698
YUM Brands,Gender Sensitization-ILT,IN/11488/22928
Kelloggs India,A course on GMP,IN/11489/54777
Kelloggs India,Code of Ethics,IN/11489/22953
TATA AIA LIFE INSURANCE COMPANY LIMITED,RFP of e-Learning modules,IN/11507/33812
First Gulf Bank,Conversion of G-Cube OTS courses into Native HTML,AE/11508/23028
Max Bupa,E-Course Development on various topics related to Code of Conduct,IN/11513/23039
Sadara Chemicals,Game based learning Solution,SA/11527/23105
Guidance for educational & consultation Services,"Evaluation of content-""Std Pracautions"" & ""Transmission Based Precautions""",SA/21538/33398
Kellogs,Video Based Course,IN/21559/33282
G-Cube Internal,RFG animation effort,IN/21560/33877
G-Cube Internal,Spaced Learning Internal Effort PIN,IN/21560/33386
G-Cube Internal,Trucated version of Selected OTS courses,IN/21560/33369
G-Cube Internal,30 Mins - Standard Rate Card,IN/21560/33374
G-Cube Internal,Sampling Framework,IN/21560/34077
G-Cube Internal,Development effort of Level 3 for Articulate Storyline & HTML 5,IN/21560/33292
Ratnakar Bank Ltd. (RBL Bank),Effort Evaluation of content,IN/21579/33372
Etihad Airways,ID Resource Cost,AE/21581/33513
Etihad Airways,RFP-E-learning content development for Sales  Dept.,AE/21581/33380
Etihad Airways,RFP-Discovery Programme e-learning,AE/21581/33381
Etihad Airways,Independent ID's in Abu Dhabi,AE/21581/33557
Hero MotoCorp Ltd.,Children-Road safety,IN/21589/33406
New Holland Fiat,"End to end Content dev on topic ""Retail Selling""",IN/21595/33427
Union National Bank,Business Continuity Managment,AE/21596/33439
Union National Bank,Application Training ofTemenos T24 System,AE/21596/34028
JLT INDIA Pvt Ltd.,Localization in 7 languages,IN/21621/33525
Madura F&L,ILT Creation,IN/21662/33738
V-Guard,Coversion of OTS courses in HTML5 output,IN/21695/33892
Intelenet Global,Video Shooting cost,IN/21708/33950
SBI Cards,Content and Animation Video Development,IN/21741/34037
Piramal Glass Limited,Content development on various topics,IN/21742/34041
Berger Paints,Broad Project Time Line ,IN/21759/34082
Yamaha Motors,Content Development-Queries,IN/21777/34156
Eduquest India,UPHE-Arrival Experience,IN/21790/34193
Dominos,Off Loading process,IN/21791/34192
Ashok Leyland,OTS Courses ,IN/21813/34251
Ashok Leyland,Video Shooting cost,IN/21813/54859
West Bengal State Council of Technical education,Expression of Interest for Preparing e-Learning Solution,IN/31924/44609
National Informatics Centre (NIC),POC creation on VPN session topic,IN/41943/54647
GIZ,Tender for content dvelopment ,IN/41963/54735
Mercedes Benz India Pvt Ltd,Content development on 2 topics,IN/41988/54819
Maruti Suzuki,"Localization in Arabic, Latin and French",IN/41995/54829
Bajaj Auto,"Content Dev on topic ""Use of Multimeter""",IN/41996/54830
Red Flag Group,Melco Crown,US/1156/1419
Turkish Airlines,Occupational Health and Safety,TR/1161/1442
Reckitt Benckiser ,Extrusion Blow Moulding ,NL/1162/1444
bit Media e-Solutions GmbH,MS Office Doc Translation,AT/1163/1447
bit Media e-Solutions GmbH,MS Office Doc Translation - 2,AT/1163/1510
Transaero Airlines,Health and Safety course development,RU/1172/1497
Philips Healthcare,Xper IM Super User course,US/1211/1813
Philips Healthcare,Xcelera & Xper,US/1211/1732
Philips Healthcare,OneEMS,US/1211/1606
Aricent,Code of Business Condust and Ethics,IN/1212/1607
Roundtable Media Group,Presales - UNFA Animation,US/1233/2142
Roundtable Media Group,Nielsen -INTRODUCTION TO MSci ,US/1233/1699
Ethiopian Airlines,EAA e-learning development,ET/1275/1840
CCS Digital Edcuation,Canvas,GR/1279/1857
Infoport,German Infoport,DE/1289/1921
eGro,white stem,DK/1307/1996
Roundtable Media Group,Nielsen - Interactive PDF,US/1321/2053
Genpact,Supply Chain Course development ,IN/1331/2107
Michelin North America,Competency development,US/1332/2109
eLuminate Training,Development of HD Version of the Car Dumper Course,AU/1216/1864
eLuminate Training,Train Route Knowledge,AU/1216/1809
Standard Chartered Bank,RFP - For the provision of Learning Design & Development Services,SG/1431/2630
Lufthansa Technical Training,Development of Highly Interactive WBT Courseware,DE/1432/2636
NTUC Income,Corporate Policies and Guidelines E-Learning Module,SG/1460/2780
A-CAMS,ACAMS Sanctions Compliance ,US/11481/33441
BSI Bank,Update PDPA Training Module,SG/11506/23018
Lingel Learning,e-Courses Development on two topics,AU/21537/33160
ISUS,ISUS Learning Development,ES/21551/33242
Upskilled,Animations Development,AU/21575/33357
TTS Marine,E-Course Development on Crane Handling and Operations,NO/21591/33403
Godrej Consumer Products Limited ,Approach Note Development with Effort Estimation,IN/1349/2185
Godrej Consumer Products Limited ,Sales Training Module,IN/1349/2582
Godrej Consumer Products Limited ,ILT creation,IN/1349/2619
Genpact,RFQ - EDH eLearning Development,IN/1043/2631
Genpact,Audio Recording,IN/1043/2770
Genpact,RFQ - 4 interactive scenarios development,IN/1043/2490
Genpact,Preparation of Summary Slides of Lean Six Sigma Case Studies,IN/1043/2520
Genpact,Video Based Induction Training,IN/1043/22810
Genpact,Gamification Requirement from Genpact,IN/1043/22826
Genpact,Translation and Audio Recording ,IN/1043/22820
The Mosaic Company,Coversion of PPT to Lectora,US/1413/2529
Aricent,ECourse Development for Aricent,IN/1452/2734
Ogletree Deakins ,Delegation Webinar Conversion,US/1301/1986
Rutgers University,Supplier Diversity - Flash based Animation,US/1340/2149
AMDA ,AMDA Competency Curriculum Online Training Course.,US/1364/2262
National Association of Independent Schools ,Request for Proposal to Assist in the Development of Online Professional Development Offerings,US/1398/2458
Practical Outcomes Group ,CS Food Handeling e-Course development,AU/1442/2675
Naseej,Arabic content development,SA/21608/33490
IAPP,Privacy Core Project,US/11478/22857
Fluke Biomedical,HTML Conversion,US/1293/1950
HP,Vendor Pricing Details - 3 Levels,US/1325/2261
HP,HP VDS Questionnaire,US/1325/2085
Chart Learning Solutions,Chart Learning,US/1328/2095
Chart Learning Solutions,Estimate for Translation,US/1328/2427
A.T. Kearney,POC - LMS ,US/1342/2153
SkillsDox,SkillsDoc POC,CA/1365/2263
Nathan Associates,Trade Facilitation Leadership Program,US/1383/2399
Career Communications Group,Career Communication Group Effort Estimation,US/1438/2659
"PHYSICIAN RESOURCE MANAGEMENT, INC",PRM ,US/11466/22811
Takeda Pharmaceuticals ,Takeda Global Induction,SG/11476/22897
Amazon,Amazon Seller Central training,IN/1387/2424
HCL Technologies Limited,Goal Setting & PMS,IN/1400/2661
HCL Technologies Limited,Induction,IN/1400/22978
Schindler,SChindler Leadership Framework,IN/1430/2623
Ugam Solutions,Induction Module,IN/1441/2670
Jindal Steel and Power Limited,Leadership Development ,IN/1449/2701
Centre for Skill Development and Training,Prevention and Prohibition of Sexual Harrasment at Workplace,IN/1461/2781
Transport Corporation of India Limited,Various courses,IN/1462/2782
JK Cement ,Salesforce Training,IN/11469/22816
Mytrah Energy,Elearning Module with Gamified Assessment,IN/11522/23089
Interglobe Technology Quotient ,Competency Framework Gamified Module,IN/11524/23095
Trimble,VisionLink RFP,IN/21527/33108
United Nations Office of Drug and Crime,UNODC RFP,IN/21528/33109
Appirio,Prevention of Sexual Harassment ,IN/21555/33269
JustDial.com,Induction Program ,IN/21557/33279
Ajanta Pharmaceuticals,Video Shooting Cost for Induction Module,IN/21564/33313
Boehringer Ingelheim,Promotional Animation,IN/21565/33339
Hindustan Unilever,Animated Videos for Sales,IN/21569/33332
Samsung SDS,Global Compliance Courses and Course on Code of Conduct,IN/21576/33360
Obeikan Education,RFP - Content Development,SA/21582/33385
Pepsico India Holdings,Insurance Module,IN/21585/33428
Dave & Buster's Inc.,Two e-learning modules on the topic of crisis management,US/11519/23072
Louis Dreyfus Commodities,Elearning module on the topic of commodities,NL/11523/23094
Louis Dreyfus Commodities,RFP for custom e-Learning development,NL/11523/33803
UnitedLex Corporation,POC & Cost Proposal for United Lex,US/21580/33375
UNHCR,RFP for custom e-Learning development for UN Agencies,HU/21603/33452
Sika,Sika Effort Estimation,CH/21614/54634
David Ealy Technologies,Effort Estimation for Rebranding ,US/21678/33824
